sample_id	tissue	sex	delta
GTEX-1F88F-1626	Esophagus - Gastroesophageal Junction	female	0.1340559499537479
GTEX-1FIGZ-0626	Esophagus - Gastroesophageal Junction	male	0.000486414685738
GTEX-1GF9U-1026	Esophagus - Gastroesophageal Junction	female	0.0002211209969552
GTEX-1GF9V-2226	Esophagus - Gastroesophageal Junction	male	0.0823235212362684
GTEX-1GF9W-1526	Esophagus - Gastroesophageal Junction	male	0.0309615406604656
GTEX-1GF9X-0826	Esophagus - Gastroesophageal Junction	female	0.0395394508511262
GTEX-1GL5R-1626	Esophagus - Gastroesophageal Junction	male	0.1469294802621089
GTEX-1GMR3-1326	Esophagus - Gastroesophageal Junction	male	0.0775312570723431
GTEX-1GMR8-1926	Esophagus - Gastroesophageal Junction	female	0.0882910286801637
GTEX-1GMRU-1926	Esophagus - Gastroesophageal Junction	male	0.1472572681466611
GTEX-1GN1U-1726	Esophagus - Gastroesophageal Junction	female	0.0745426860013321
GTEX-1GN1V-2026	Esophagus - Gastroesophageal Junction	male	0.220168641822376
GTEX-1GN1W-2026	Esophagus - Gastroesophageal Junction	female	0.0189265980726323
GTEX-1GN2E-2126	Esophagus - Gastroesophageal Junction	male	0.1059488119982335
GTEX-1GN73-1826	Esophagus - Gastroesophageal Junction	male	0.1815704370486777
GTEX-1GTWX-1226	Esophagus - Gastroesophageal Junction	male	0.138928804514856
GTEX-1GZ2Q-2926	Esophagus - Gastroesophageal Junction	male	0.1567712617448214
GTEX-1GZ4I-1226	Esophagus - Gastroesophageal Junction	male	0.0616439655872687
GTEX-1GZHY-1926	Esophagus - Gastroesophageal Junction	female	0.1579892453902114
GTEX-1H11D-2026	Esophagus - Gastroesophageal Junction	male	0.0049818126428895
GTEX-1H1CY-1826	Esophagus - Gastroesophageal Junction	female	0.2696822994325275
GTEX-1H1DF-2226	Esophagus - Gastroesophageal Junction	female	0.1381164049148452
GTEX-1H1DG-1626	Esophagus - Gastroesophageal Junction	male	0.1004003257392713
GTEX-1H1E6-1426	Esophagus - Gastroesophageal Junction	male	0.0789761010563876
GTEX-1H1ZS-1726	Esophagus - Gastroesophageal Junction	male	0.1556505873745887
GTEX-1H23P-1626	Esophagus - Gastroesophageal Junction	male	0.0457060718852679
GTEX-1H2FU-1826	Esophagus - Gastroesophageal Junction	female	0.1804162997268351
GTEX-1H3NZ-1526	Esophagus - Gastroesophageal Junction	male	0.1117143715566719
GTEX-1H3VE-1426	Esophagus - Gastroesophageal Junction	male	0.1486822671229718
GTEX-1H3VY-2226	Esophagus - Gastroesophageal Junction	male	0.0129686656685478
GTEX-1H4P4-0526	Esophagus - Gastroesophageal Junction	male	0.1113300444032351
GTEX-1HB9E-2126	Esophagus - Gastroesophageal Junction	male	-0.0015479078902595
GTEX-1HBPH-1526	Esophagus - Gastroesophageal Junction	female	0.0796091461201277
GTEX-1HBPI-0526	Esophagus - Gastroesophageal Junction	male	0.0341773834632207
GTEX-1HBPM-1926	Esophagus - Gastroesophageal Junction	female	0.1491593887645972
GTEX-1HBPN-1726	Esophagus - Gastroesophageal Junction	male	0.11226291386282
GTEX-1HC8U-1726	Esophagus - Gastroesophageal Junction	female	0.0413134397128557
GTEX-1HCU6-1526	Esophagus - Gastroesophageal Junction	female	0.081471279733236
GTEX-1HCU7-2426	Esophagus - Gastroesophageal Junction	male	0.0959277660435117
GTEX-1HCU8-2426	Esophagus - Gastroesophageal Junction	female	0.0564424966288455
GTEX-1HCUA-1126	Esophagus - Gastroesophageal Junction	female	0.0394649898469349
GTEX-1HCVE-1426	Esophagus - Gastroesophageal Junction	male	0.0752098037731524
GTEX-1HFI6-1526	Esophagus - Gastroesophageal Junction	male	0.0260471432202472
GTEX-1HFI7-1026	Esophagus - Gastroesophageal Junction	female	0.0832512827739483
GTEX-1HGF4-1126	Esophagus - Gastroesophageal Junction	male	0.2076749511888885
GTEX-1HKZK-1226	Esophagus - Gastroesophageal Junction	male	0.0528968972990855
GTEX-1HR98-1426	Esophagus - Gastroesophageal Junction	male	0.0668070892904704
GTEX-1HR9M-1326	Esophagus - Gastroesophageal Junction	male	0.0704304286761673
GTEX-1HSEH-1426	Esophagus - Gastroesophageal Junction	male	0.1176202076526179
GTEX-1HSGN-1826	Esophagus - Gastroesophageal Junction	female	0.0312745291055903
GTEX-1HSKV-2526	Esophagus - Gastroesophageal Junction	male	0.0436820144001343
GTEX-1HSMO-1726	Esophagus - Gastroesophageal Junction	male	0.1081239434295882
GTEX-1HSMP-1826	Esophagus - Gastroesophageal Junction	male	0.2012520825484353
GTEX-1HSMQ-1926	Esophagus - Gastroesophageal Junction	male	0.0491880375488508
GTEX-1HT8W-2126	Esophagus - Gastroesophageal Junction	male	0.2273932890946334
GTEX-1HUB1-2426	Esophagus - Gastroesophageal Junction	male	0.0664080751609967
GTEX-1I19N-1126	Esophagus - Gastroesophageal Junction	male	0.0836765673532595
GTEX-1I1CD-1526	Esophagus - Gastroesophageal Junction	female	0.0587024375496502
GTEX-1I1GP-1226	Esophagus - Gastroesophageal Junction	male	0.0891876122070126
GTEX-1I1GQ-1626	Esophagus - Gastroesophageal Junction	male	0.0361298505641124
GTEX-1I1GR-1226	Esophagus - Gastroesophageal Junction	male	0.1037095796023658
GTEX-1I1GS-2326	Esophagus - Gastroesophageal Junction	male	0.1170828219307889
GTEX-1I1GT-1626	Esophagus - Gastroesophageal Junction	female	0.1037335202676881
GTEX-1I1GU-1226	Esophagus - Gastroesophageal Junction	male	0.0244715450042966
GTEX-1I1GV-2126	Esophagus - Gastroesophageal Junction	male	0.1726110243423719
GTEX-1I1HK-1426	Esophagus - Gastroesophageal Junction	male	0.2916350786540162
GTEX-1I4MK-0826	Esophagus - Gastroesophageal Junction	female	0.0281594170037773
GTEX-1I6K6-2026	Esophagus - Gastroesophageal Junction	male	0.0311881720676648
GTEX-1I6K7-1326	Esophagus - Gastroesophageal Junction	male	0.0775203477911286
GTEX-1ICG6-2126	Esophagus - Gastroesophageal Junction	female	0.1050552769599881
GTEX-1ICLY-2326	Esophagus - Gastroesophageal Junction	male	0.0347531091472164
GTEX-1ICLZ-1226	Esophagus - Gastroesophageal Junction	male	0.0794251745025064
GTEX-1IDFM-1426	Esophagus - Gastroesophageal Junction	male	0.0727842646041829
GTEX-1IDJC-0826	Esophagus - Gastroesophageal Junction	male	-0.0374646154634522
GTEX-1IDJD-1826	Esophagus - Gastroesophageal Junction	male	0.145584784162893
GTEX-1IDJE-1526	Esophagus - Gastroesophageal Junction	female	0.0716342852632913
GTEX-1IDJH-1826	Esophagus - Gastroesophageal Junction	male	0.0272662484066276
GTEX-1IDJI-1926	Esophagus - Gastroesophageal Junction	female	0.1590039489127725
GTEX-1IDJU-1326	Esophagus - Gastroesophageal Junction	female	0.1962112173942005
GTEX-1IDJV-2526	Esophagus - Gastroesophageal Junction	male	0.1008016046120481
GTEX-1IE54-1726	Esophagus - Gastroesophageal Junction	female	0.2744074797339324
GTEX-1IGQW-1526	Esophagus - Gastroesophageal Junction	male	0.0365208062673151
GTEX-1IKJJ-1126	Esophagus - Gastroesophageal Junction	male	0.1605891657238888
GTEX-1IKK5-1426	Esophagus - Gastroesophageal Junction	male	0.115196425091703
GTEX-1IKOE-2226	Esophagus - Gastroesophageal Junction	female	0.1018024988311062
GTEX-1IKOH-1626	Esophagus - Gastroesophageal Junction	female	0.1102720474350655
GTEX-1IL2U-1626	Esophagus - Gastroesophageal Junction	male	0.0719544912576654
GTEX-1IL2V-2126	Esophagus - Gastroesophageal Junction	male	0.0032460557563155
GTEX-1IOXB-2326	Esophagus - Gastroesophageal Junction	male	0.0858739922775547
GTEX-1IY9M-2026	Esophagus - Gastroesophageal Junction	male	0.0426060110492562
GTEX-1J1OQ-2326	Esophagus - Gastroesophageal Junction	female	0.069988229379979
GTEX-1J1R8-1026	Esophagus - Gastroesophageal Junction	male	0.1089580798814927
GTEX-1J8EW-1426	Esophagus - Gastroesophageal Junction	female	0.0658361405788945
GTEX-1J8JJ-1426	Esophagus - Gastroesophageal Junction	female	0.1211789404006654
GTEX-1J8Q2-1626	Esophagus - Gastroesophageal Junction	male	0.1095770606204383
GTEX-1J8Q3-2126	Esophagus - Gastroesophageal Junction	male	0.2359008091668
GTEX-1J8QM-0826	Esophagus - Gastroesophageal Junction	female	0.2021015975139216
GTEX-1JJ6O-1626	Esophagus - Gastroesophageal Junction	male	0.0828027970507961
GTEX-1JJE9-1826	Esophagus - Gastroesophageal Junction	male	0.0640663671613878
GTEX-1JJEA-2126	Esophagus - Gastroesophageal Junction	male	0.1462793803829175
GTEX-1JK1U-1626	Esophagus - Gastroesophageal Junction	male	0.1710035434870411
GTEX-1JKYN-1626	Esophagus - Gastroesophageal Junction	male	0.1371208004668106
GTEX-1JMLX-2226	Esophagus - Gastroesophageal Junction	male	0.0718201583494564
GTEX-1JMPY-0726	Esophagus - Gastroesophageal Junction	male	0.0512410022085718
GTEX-1JMPZ-1726	Esophagus - Gastroesophageal Junction	male	0.127989872724756
GTEX-1JMQI-1626	Esophagus - Gastroesophageal Junction	male	0.092351430952091
GTEX-1JMQJ-1126	Esophagus - Gastroesophageal Junction	male	0.0335067275671929
GTEX-1JMQK-1726	Esophagus - Gastroesophageal Junction	male	0.0441259883273972
GTEX-1JMQL-1326	Esophagus - Gastroesophageal Junction	female	0.1058570776188339
GTEX-1JN1M-1826	Esophagus - Gastroesophageal Junction	female	0.0991798756208374
GTEX-1JN6P-2726	Esophagus - Gastroesophageal Junction	male	0.1098469189699952
GTEX-1K2DA-0526	Esophagus - Gastroesophageal Junction	male	0.0752348274111831
GTEX-1K9T9-2226	Esophagus - Gastroesophageal Junction	female	0.3499090686640671
GTEX-1KAFJ-1726	Esophagus - Gastroesophageal Junction	male	0.050497828584908
GTEX-1KANB-1626	Esophagus - Gastroesophageal Junction	male	0.0469045564965915
GTEX-1KD4Q-1326	Esophagus - Gastroesophageal Junction	male	0.1811769115114459
GTEX-1KWVE-1726	Esophagus - Gastroesophageal Junction	male	0.2626251234449056
GTEX-1KXAM-0726	Esophagus - Gastroesophageal Junction	male	0.252540667011223
GTEX-1L5NE-1226	Esophagus - Gastroesophageal Junction	male	0.0977395117845921
GTEX-1LB8K-1526	Esophagus - Gastroesophageal Junction	male	0.0231443873904323
GTEX-1LC46-0926	Esophagus - Gastroesophageal Junction	male	0.0500083608228026
GTEX-1LC47-2026	Esophagus - Gastroesophageal Junction	male	0.0303876183451591
GTEX-1LG7Y-1626	Esophagus - Gastroesophageal Junction	male	0.0523165270439883
GTEX-1LG7Z-1126	Esophagus - Gastroesophageal Junction	male	0.0500607032877069
GTEX-1LGRB-1526	Esophagus - Gastroesophageal Junction	female	0.0331506150020549
GTEX-1LH75-2026	Esophagus - Gastroesophageal Junction	female	-0.0028615915953763
GTEX-1LKK1-1426	Esophagus - Gastroesophageal Junction	female	0.2392836706049512
GTEX-1LSNL-2926	Esophagus - Gastroesophageal Junction	male	0.0961110529930896
GTEX-1LSNM-0926	Esophagus - Gastroesophageal Junction	male	0.1539063601825016
GTEX-1LSVX-1026	Esophagus - Gastroesophageal Junction	male	0.0347550046831227
GTEX-1LVA9-2426	Esophagus - Gastroesophageal Junction	male	0.1029967455327449
GTEX-1LVAM-1326	Esophagus - Gastroesophageal Junction	female	0.0581632398611201
GTEX-1LVAN-2126	Esophagus - Gastroesophageal Junction	female	-0.0492620418487851
GTEX-1LVAO-1726	Esophagus - Gastroesophageal Junction	male	0.0614990808605737
GTEX-1M4P7-1626	Esophagus - Gastroesophageal Junction	male	0.1190786726145408
GTEX-1M5QR-0526	Esophagus - Gastroesophageal Junction	male	0.0709136861497629
GTEX-1MCC2-1326	Esophagus - Gastroesophageal Junction	female	0.0600713210053754
GTEX-1MCQQ-0926	Esophagus - Gastroesophageal Junction	male	0.1741616042889562
GTEX-1MGNQ-1526	Esophagus - Gastroesophageal Junction	male	0.0283079586877535
GTEX-1MJIX-1026	Esophagus - Gastroesophageal Junction	male	0.1326114217126248
GTEX-1MJK2-2526	Esophagus - Gastroesophageal Junction	male	0.1334759646349554
GTEX-1MUQO-1726	Esophagus - Gastroesophageal Junction	male	0.1547311939211444
GTEX-1N2DV-1926	Esophagus - Gastroesophageal Junction	male	0.0330781928070872
GTEX-1N2DW-2226	Esophagus - Gastroesophageal Junction	male	0.0591810250612493
GTEX-1N2EE-2226	Esophagus - Gastroesophageal Junction	male	0.091765996177395
GTEX-1N2EF-2326	Esophagus - Gastroesophageal Junction	male	0.2462072842973587
GTEX-1N5O9-2226	Esophagus - Gastroesophageal Junction	male	0.0714051908357807
GTEX-1NHNU-1726	Esophagus - Gastroesophageal Junction	male	0.0183641197339347
GTEX-1NSGN-1826	Esophagus - Gastroesophageal Junction	male	0.0099055203674154
GTEX-1NV5F-2726	Esophagus - Gastroesophageal Junction	female	0.1416125122948918
GTEX-1NV8Z-2026	Esophagus - Gastroesophageal Junction	male	0.1032425837410286
GTEX-1O97I-1826	Esophagus - Gastroesophageal Junction	male	0.1310497267780785
GTEX-1O9I2-1626	Esophagus - Gastroesophageal Junction	male	0.0450183860292788
GTEX-1OFPY-1326	Esophagus - Gastroesophageal Junction	male	0.1836293966615012
GTEX-1OJC4-1526	Esophagus - Gastroesophageal Junction	female	0.2063869257685747
GTEX-1OKEX-1626	Esophagus - Gastroesophageal Junction	male	0.1498757762842975
GTEX-1OZHM-2726	Esophagus - Gastroesophageal Junction	male	0.0248385562206298
GTEX-1P4AB-2126	Esophagus - Gastroesophageal Junction	male	0.0916634274405824
GTEX-1PBJJ-1526	Esophagus - Gastroesophageal Junction	male	0.1674347344629949
GTEX-1PFEY-1026	Esophagus - Gastroesophageal Junction	male	0.0292412910489965
GTEX-1PIIG-1026	Esophagus - Gastroesophageal Junction	male	0.1894415568521092
GTEX-1POEN-1326	Esophagus - Gastroesophageal Junction	female	0.2711464485451537
GTEX-1PPGY-1226	Esophagus - Gastroesophageal Junction	male	0.0991708022918682
GTEX-1PPH6-2126	Esophagus - Gastroesophageal Junction	female	0.0532456545411303
GTEX-1PPH7-1426	Esophagus - Gastroesophageal Junction	male	0.318754240665968
GTEX-1PWST-1726	Esophagus - Gastroesophageal Junction	male	0.1371336752602086
GTEX-1QAET-1526	Esophagus - Gastroesophageal Junction	male	0.0446996499105118
GTEX-1QCLZ-1526	Esophagus - Gastroesophageal Junction	female	0.1830588792103065
GTEX-1QEPI-2126	Esophagus - Gastroesophageal Junction	female	0.1058976803625593
GTEX-1QL29-1526	Esophagus - Gastroesophageal Junction	male	0.0403291326983981
GTEX-1QMI2-2026	Esophagus - Gastroesophageal Junction	male	0.1212099814883824
GTEX-1QP28-1626	Esophagus - Gastroesophageal Junction	female	-0.0019446717167625
GTEX-1QP29-2226	Esophagus - Gastroesophageal Junction	male	-0.0215494399421889
GTEX-1QP2A-2026	Esophagus - Gastroesophageal Junction	male	0.0853928398574655
GTEX-1QP67-0926	Esophagus - Gastroesophageal Junction	female	0.0343669989849302
GTEX-1QP6S-2126	Esophagus - Gastroesophageal Junction	male	0.1657555731048605
GTEX-1QP9N-0526	Esophagus - Gastroesophageal Junction	male	0.0726363812174326
GTEX-1QPFJ-1426	Esophagus - Gastroesophageal Junction	female	0.1040062161491193
GTEX-1QW4Y-0626	Esophagus - Gastroesophageal Junction	male	0.0718401408724432
GTEX-1R46S-2226	Esophagus - Gastroesophageal Junction	female	0.0769522947611537
GTEX-1R7EU-1026	Esophagus - Gastroesophageal Junction	male	0.2261253180666065
GTEX-1R7EV-0826	Esophagus - Gastroesophageal Junction	male	0.1343276123624898
GTEX-1R9JW-1726	Esophagus - Gastroesophageal Junction	female	0.0630714445624855
GTEX-1R9K4-2126	Esophagus - Gastroesophageal Junction	male	0.2091138244943198
GTEX-1R9K5-1726	Esophagus - Gastroesophageal Junction	male	0.1287729339920634
GTEX-1R9PN-1126	Esophagus - Gastroesophageal Junction	female	0.1670546753654495
GTEX-1R9PO-1426	Esophagus - Gastroesophageal Junction	female	0.204127231271368
GTEX-1RAZQ-1826	Esophagus - Gastroesophageal Junction	male	0.0731183847852068
GTEX-1RAZR-1426	Esophagus - Gastroesophageal Junction	male	0.0199780449492555
GTEX-1RAZS-2726	Esophagus - Gastroesophageal Junction	male	0.0452278074038319
GTEX-1RB15-0926	Esophagus - Gastroesophageal Junction	male	0.149742958379383
GTEX-1RDX4-2426	Esophagus - Gastroesophageal Junction	female	0.0392561776794599
GTEX-1RMOY-1426	Esophagus - Gastroesophageal Junction	male	0.0285510619940037
GTEX-1RNSC-2326	Esophagus - Gastroesophageal Junction	male	0.1310064846913197
GTEX-1RQED-2526	Esophagus - Gastroesophageal Junction	male	0.1896468785183866
GTEX-1S3DN-1426	Esophagus - Gastroesophageal Junction	male	0.0728960387736636
GTEX-1S5VW-1526	Esophagus - Gastroesophageal Junction	male	0.1506405770920125
GTEX-1S82P-1626	Esophagus - Gastroesophageal Junction	female	0.162795760073421
GTEX-1S82U-0326	Esophagus - Gastroesophageal Junction	female	0.1021933070058075
GTEX-1S82Z-1526	Esophagus - Gastroesophageal Junction	female	0.1899319991741461
GTEX-1S83E-1026	Esophagus - Gastroesophageal Junction	male	0.0722361391622221
GTEX-U8XE-1326	Esophagus - Gastroesophageal Junction	male	0.1034783196582204
GTEX-UPJH-1326	Esophagus - Gastroesophageal Junction	male	0.0850639662400591
GTEX-UPK5-1726	Esophagus - Gastroesophageal Junction	male	0.109700815437231
GTEX-UTHO-2026	Esophagus - Gastroesophageal Junction	male	0.1223429924519838
GTEX-V1D1-1226	Esophagus - Gastroesophageal Junction	male	0.0118487864506706
GTEX-V955-1226	Esophagus - Gastroesophageal Junction	male	0.109634149464924
GTEX-VJWN-1826	Esophagus - Gastroesophageal Junction	female	0.1625455999743372
GTEX-VUSG-1026	Esophagus - Gastroesophageal Junction	male	0.0727071223474634
GTEX-W5WG-2726	Esophagus - Gastroesophageal Junction	female	0.1527262419966497
GTEX-W5X1-1226	Esophagus - Gastroesophageal Junction	female	0.053315613938883
GTEX-WEY5-1126	Esophagus - Gastroesophageal Junction	female	-0.0209556538678445
GTEX-WFJO-0426	Esophagus - Gastroesophageal Junction	male	0.1258358512672698
GTEX-WFON-1026	Esophagus - Gastroesophageal Junction	male	0.0420498726577786
GTEX-WH7G-1226	Esophagus - Gastroesophageal Junction	male	0.1786550160882911
GTEX-WHPG-1326	Esophagus - Gastroesophageal Junction	male	0.0321269690363332
GTEX-WHSB-0626	Esophagus - Gastroesophageal Junction	male	0.1813684336105397
GTEX-WHWD-1126	Esophagus - Gastroesophageal Junction	male	0.0583457379661903
GTEX-WI4N-2926	Esophagus - Gastroesophageal Junction	female	0.2489170521719466
GTEX-WK11-1226	Esophagus - Gastroesophageal Junction	male	0.1267089640788054
GTEX-WL46-1226	Esophagus - Gastroesophageal Junction	male	0.2283117507448053
GTEX-WOFL-1326	Esophagus - Gastroesophageal Junction	male	0.0675660401990998
GTEX-WQUQ-1826	Esophagus - Gastroesophageal Junction	male	0.0821050744531192
GTEX-WRHU-1426	Esophagus - Gastroesophageal Junction	female	0.1061159736054374
GTEX-WVJS-2026	Esophagus - Gastroesophageal Junction	male	0.2157583384409389
GTEX-WVLH-1526	Esophagus - Gastroesophageal Junction	male	0.0946304741465517
GTEX-WWTW-1726	Esophagus - Gastroesophageal Junction	male	0.1694756937390899
GTEX-WWYW-1726	Esophagus - Gastroesophageal Junction	female	0.0884697787040179
GTEX-WXYG-1026	Esophagus - Gastroesophageal Junction	female	0.0563443268105243
GTEX-WY7C-0826	Esophagus - Gastroesophageal Junction	male	0.0604022836390487
GTEX-WYBS-1626	Esophagus - Gastroesophageal Junction	female	0.1433290457065764
GTEX-WYJK-2126	Esophagus - Gastroesophageal Junction	male	0.0712085076832456
GTEX-WYVS-1026	Esophagus - Gastroesophageal Junction	female	0.0411719881820482
GTEX-WZTO-1726	Esophagus - Gastroesophageal Junction	male	0.1328420919969994
GTEX-X15G-1026	Esophagus - Gastroesophageal Junction	female	0.108037906882684
GTEX-X261-2726	Esophagus - Gastroesophageal Junction	male	0.0578867145659267
GTEX-X3Y1-1126	Esophagus - Gastroesophageal Junction	male	0.1550696884340347
GTEX-X4EO-1626	Esophagus - Gastroesophageal Junction	female	0.0528116675357737
GTEX-X4EP-2026	Esophagus - Gastroesophageal Junction	female	0.1356731974683936
GTEX-X4LF-0826	Esophagus - Gastroesophageal Junction	male	0.1706955112041392
GTEX-X4XX-1726	Esophagus - Gastroesophageal Junction	male	0.1400948267823338
GTEX-X4XY-1926	Esophagus - Gastroesophageal Junction	male	0.0896609262860345
GTEX-X585-1426	Esophagus - Gastroesophageal Junction	male	0.1100679591490686
GTEX-X5EB-1026	Esophagus - Gastroesophageal Junction	male	0.1066827508968553
GTEX-X62O-2426	Esophagus - Gastroesophageal Junction	male	0.0740629921997146
GTEX-X8HC-1326	Esophagus - Gastroesophageal Junction	female	0.0253542159317289
GTEX-XBEC-2026	Esophagus - Gastroesophageal Junction	male	0.1430795422665698
GTEX-XBED-1126	Esophagus - Gastroesophageal Junction	male	0.1833434087065772
GTEX-XBEW-1526	Esophagus - Gastroesophageal Junction	male	-0.0277517845637584
GTEX-XGQ4-1626	Esophagus - Gastroesophageal Junction	male	0.0166534883184203
GTEX-XK95-1426	Esophagus - Gastroesophageal Junction	male	0.1273647663171904
GTEX-XLM4-2526	Esophagus - Gastroesophageal Junction	male	0.1340487236206277
GTEX-XMD1-2726	Esophagus - Gastroesophageal Junction	male	0.1001228318729393
GTEX-XMD2-2226	Esophagus - Gastroesophageal Junction	female	0.1150677879746526
GTEX-XMD3-2226	Esophagus - Gastroesophageal Junction	female	0.187888039822514
GTEX-XMK1-1426	Esophagus - Gastroesophageal Junction	male	0.0296240082862239
GTEX-XOT4-2126	Esophagus - Gastroesophageal Junction	female	0.0648475460246179
GTEX-XOTO-2426	Esophagus - Gastroesophageal Junction	male	0.0401192694818733
GTEX-XPVG-1426	Esophagus - Gastroesophageal Junction	male	0.0935351322104379
GTEX-XQ8I-1826	Esophagus - Gastroesophageal Junction	male	0.0571767250351258
GTEX-XUJ4-1126	Esophagus - Gastroesophageal Junction	female	0.1219525440363373
GTEX-XUW1-1326	Esophagus - Gastroesophageal Junction	female	0.019629432966682
GTEX-XUZC-0526	Esophagus - Gastroesophageal Junction	female	0.1787491740150037
GTEX-XV7Q-1226	Esophagus - Gastroesophageal Junction	female	0.0414743227105846
GTEX-XXEK-0526	Esophagus - Gastroesophageal Junction	male	0.0467440837856901
GTEX-XYKS-1026	Esophagus - Gastroesophageal Junction	female	0.18728957671336
GTEX-Y111-1826	Esophagus - Gastroesophageal Junction	male	0.0497525642046451
GTEX-Y114-1126	Esophagus - Gastroesophageal Junction	female	0.0176879868184024
GTEX-Y3I4-0926	Esophagus - Gastroesophageal Junction	male	0.0484045018368834
GTEX-Y3IK-1326	Esophagus - Gastroesophageal Junction	female	0.0732966595903635
GTEX-Y5LM-1226	Esophagus - Gastroesophageal Junction	female	0.1071513290906119
GTEX-Y5V5-1526	Esophagus - Gastroesophageal Junction	female	0.0519794891398694
GTEX-Y5V6-1226	Esophagus - Gastroesophageal Junction	male	0.1511673123162967
GTEX-Y8E4-1926	Esophagus - Gastroesophageal Junction	male	0.0577071670351398
GTEX-Y8LW-0526	Esophagus - Gastroesophageal Junction	female	0.0698377550751218
GTEX-Y9LG-0926	Esophagus - Gastroesophageal Junction	male	0.0419396783782491
GTEX-YB5E-1026	Esophagus - Gastroesophageal Junction	male	0.0682090669475491
GTEX-YEC3-2326	Esophagus - Gastroesophageal Junction	male	0.1346514436256992
GTEX-YEC4-1226	Esophagus - Gastroesophageal Junction	male	0.1468791253320687
GTEX-YF7O-1026	Esophagus - Gastroesophageal Junction	male	0.0631139295144231
GTEX-YFC4-2126	Esophagus - Gastroesophageal Junction	female	0.0806148835958903
GTEX-YFCO-0726	Esophagus - Gastroesophageal Junction	male	0.1174088633345194
GTEX-YJ89-1326	Esophagus - Gastroesophageal Junction	male	0.0740904156187031
GTEX-YJ8O-0326	Esophagus - Gastroesophageal Junction	female	0.1869734549244802
GTEX-Z93S-1126	Esophagus - Gastroesophageal Junction	male	0.2372270061094935
GTEX-Z9EW-0326	Esophagus - Gastroesophageal Junction	male	0.0777444890555628
GTEX-ZAB4-1326	Esophagus - Gastroesophageal Junction	male	0.0624810011968422
GTEX-ZAB5-1226	Esophagus - Gastroesophageal Junction	male	0.0154862045737877
GTEX-ZAJG-1926	Esophagus - Gastroesophageal Junction	female	0.0934368365259518
GTEX-ZAK1-1826	Esophagus - Gastroesophageal Junction	female	0.243872535238898
GTEX-ZC5H-1226	Esophagus - Gastroesophageal Junction	female	0.1285983027688342
GTEX-ZDTS-2126	Esophagus - Gastroesophageal Junction	male	0.1214309485195171
GTEX-ZDTT-1426	Esophagus - Gastroesophageal Junction	male	0.1070416661349025
GTEX-ZDXO-0826	Esophagus - Gastroesophageal Junction	male	0.2117077580426621
GTEX-ZDYS-0726	Esophagus - Gastroesophageal Junction	male	0.0252274770850625
GTEX-ZE7O-2126	Esophagus - Gastroesophageal Junction	female	0.1171864561193158
GTEX-ZE9C-0926	Esophagus - Gastroesophageal Junction	male	0.1509476448779934
GTEX-ZEX8-1526	Esophagus - Gastroesophageal Junction	male	0.1369528741842392
GTEX-ZF28-2226	Esophagus - Gastroesophageal Junction	male	0.0121495435616424
GTEX-ZF29-1426	Esophagus - Gastroesophageal Junction	female	0.119651207855123
GTEX-ZF2S-1326	Esophagus - Gastroesophageal Junction	female	0.0095526898971201
GTEX-ZF3C-1526	Esophagus - Gastroesophageal Junction	female	0.0945139069435073
GTEX-ZG7Y-1526	Esophagus - Gastroesophageal Junction	male	0.1684224582202195
GTEX-ZGAY-1526	Esophagus - Gastroesophageal Junction	female	0.1516426368757679
GTEX-ZLFU-1226	Esophagus - Gastroesophageal Junction	male	0.0407123304188823
GTEX-ZLV1-0726	Esophagus - Gastroesophageal Junction	female	0.312040426158629
GTEX-ZLWG-1426	Esophagus - Gastroesophageal Junction	female	0.0840579070951095
GTEX-ZPCL-1326	Esophagus - Gastroesophageal Junction	female	0.1095273669317886
GTEX-ZPIC-1926	Esophagus - Gastroesophageal Junction	female	0.0419575731467974
GTEX-ZPU1-1526	Esophagus - Gastroesophageal Junction	male	0.0752886322856428
GTEX-ZQG8-1726	Esophagus - Gastroesophageal Junction	female	0.337098982892712
GTEX-ZQUD-0626	Esophagus - Gastroesophageal Junction	male	0.0345972002774825
GTEX-ZT9W-1426	Esophagus - Gastroesophageal Junction	male	0.1540917589719544
GTEX-ZT9X-0726	Esophagus - Gastroesophageal Junction	male	0.1339682080901502
GTEX-ZTSS-0826	Esophagus - Gastroesophageal Junction	male	0.0236596931733862
GTEX-ZTTD-1226	Esophagus - Gastroesophageal Junction	male	0.0319876785146528
GTEX-ZU9S-1626	Esophagus - Gastroesophageal Junction	male	0.1785721139484122
GTEX-ZUA1-1426	Esophagus - Gastroesophageal Junction	male	0.1113751098858925
GTEX-ZV68-1426	Esophagus - Gastroesophageal Junction	female	0.0733095229699495
GTEX-ZV6S-0726	Esophagus - Gastroesophageal Junction	female	0.0431935740624088
GTEX-ZV7C-1326	Esophagus - Gastroesophageal Junction	male	0.1188553251705022
GTEX-ZVE1-1626	Esophagus - Gastroesophageal Junction	female	0.1307030524737006
GTEX-ZVE2-1626	Esophagus - Gastroesophageal Junction	male	0.05281540995044
GTEX-ZVP2-1426	Esophagus - Gastroesophageal Junction	male	0.0919964288810595
GTEX-ZVT2-1526	Esophagus - Gastroesophageal Junction	female	0.09719121662861
GTEX-ZVT3-1726	Esophagus - Gastroesophageal Junction	female	0.1218238179446103
GTEX-ZVT4-2126	Esophagus - Gastroesophageal Junction	female	0.0755005597280124
