sample_id	tissue	sex	delta
GTEX-ZT9X-1626	Breast - Mammary Tissue	male	0.2072783273418296
GTEX-ZTSS-1326	Breast - Mammary Tissue	male	0.3754109329241526
GTEX-ZTTD-1026	Breast - Mammary Tissue	male	0.1791929471400479
GTEX-ZU9S-1926	Breast - Mammary Tissue	male	0.4670597892592292
GTEX-ZUA1-1526	Breast - Mammary Tissue	male	0.0953585053341312
GTEX-ZV68-1826	Breast - Mammary Tissue	female	0.4008593555917265
GTEX-ZV6S-1826	Breast - Mammary Tissue	female	0.2077831546148393
GTEX-ZV7C-1826	Breast - Mammary Tissue	male	0.3395915575678079
GTEX-ZVE1-0626	Breast - Mammary Tissue	female	0.2630979476071109
GTEX-ZVE2-1226	Breast - Mammary Tissue	male	0.2981889369960974
GTEX-ZVP2-1026	Breast - Mammary Tissue	male	0.2796485193408842
GTEX-ZVT2-1826	Breast - Mammary Tissue	female	0.3999673176278743
GTEX-ZVT3-0626	Breast - Mammary Tissue	female	0.1938316003999582
GTEX-ZVT4-1026	Breast - Mammary Tissue	female	0.1666275887612858
GTEX-ZVZP-2126	Breast - Mammary Tissue	male	0.1256873083711486
GTEX-ZVZQ-0826	Breast - Mammary Tissue	female	0.1297995742493547
GTEX-ZWKS-2826	Breast - Mammary Tissue	male	0.2392064278629034
GTEX-ZXES-0826	Breast - Mammary Tissue	female	0.2238638436990751
GTEX-ZXG5-2726	Breast - Mammary Tissue	male	0.1921612053856393
GTEX-ZY6K-1626	Breast - Mammary Tissue	male	0.2969522283523181
GTEX-ZYFC-0826	Breast - Mammary Tissue	male	0.1617067626821118
GTEX-ZYFD-0926	Breast - Mammary Tissue	male	0.1796012818778417
GTEX-ZYFG-2126	Breast - Mammary Tissue	female	0.3372674893805978
GTEX-ZYT6-0126	Breast - Mammary Tissue	male	0.141755663923153
GTEX-ZYVF-2426	Breast - Mammary Tissue	female	0.0948135038052582
GTEX-ZYW4-0826	Breast - Mammary Tissue	male	0.2841295240241056
GTEX-ZYWO-2326	Breast - Mammary Tissue	female	0.1105272646229149
GTEX-ZYY3-2526	Breast - Mammary Tissue	female	0.3065223366753811
GTEX-ZZPT-0726	Breast - Mammary Tissue	male	0.4619365237473868
GTEX-1117F-2326	Colon - Sigmoid	female	0.0189391515354039
GTEX-111CU-1226	Colon - Sigmoid	male	0.1481276081194198
GTEX-111FC-2226	Colon - Sigmoid	male	0.128804172360969
GTEX-111VG-2126	Colon - Sigmoid	male	0.1215890376467601
GTEX-111YS-1826	Colon - Sigmoid	male	0.1158388861522471
GTEX-1122O-1426	Colon - Sigmoid	female	0.1590499063694581
GTEX-1128S-2026	Colon - Sigmoid	female	0.075131975153614
GTEX-113JC-1726	Colon - Sigmoid	female	0.0621222032329311
GTEX-117XS-2226	Colon - Sigmoid	male	0.0603515774786878
GTEX-117YW-1726	Colon - Sigmoid	male	0.1050049108579557
GTEX-117YX-0526	Colon - Sigmoid	male	0.0490344778629343
GTEX-1192W-1926	Colon - Sigmoid	male	0.0616500867276605
GTEX-1192X-2426	Colon - Sigmoid	male	0.1085917099574779
GTEX-11DXX-1926	Colon - Sigmoid	female	0.1288029153341536
GTEX-11DXY-2026	Colon - Sigmoid	male	0.0616650363689204
GTEX-11DXZ-1626	Colon - Sigmoid	male	0.0422336216030357
GTEX-11DYG-2726	Colon - Sigmoid	male	0.1514561993260539
GTEX-11DZ1-2326	Colon - Sigmoid	male	0.0786668523440494
GTEX-11EI6-2626	Colon - Sigmoid	male	0.0684627135858746
GTEX-11EMC-1426	Colon - Sigmoid	female	0.0531734478839003
GTEX-11EQ8-2626	Colon - Sigmoid	male	0.1089749718596614
GTEX-11EQ9-1526	Colon - Sigmoid	male	0.0612397243445869
GTEX-11GS4-1826	Colon - Sigmoid	male	0.0682257330984333
GTEX-11GSO-2126	Colon - Sigmoid	male	0.1635045661074394
GTEX-11GSP-1926	Colon - Sigmoid	female	0.1173279495095124
GTEX-11I78-1326	Colon - Sigmoid	female	0.0609987794627193
GTEX-11ILO-2126	Colon - Sigmoid	female	0.1209428255245986
GTEX-11LCK-2126	Colon - Sigmoid	male	0.0247800716611578
GTEX-11NUK-2326	Colon - Sigmoid	male	0.0257766413357032
GTEX-11O72-2526	Colon - Sigmoid	male	0.1320706873309935
GTEX-11OF3-1526	Colon - Sigmoid	male	0.0744564383832113
GTEX-11ONC-1926	Colon - Sigmoid	male	0.1009829120936368
GTEX-11P7K-1826	Colon - Sigmoid	male	0.105730342692097
GTEX-11P81-1426	Colon - Sigmoid	female	0.0241200820528187
GTEX-11PRG-2026	Colon - Sigmoid	male	0.0267826382295733
GTEX-11TTK-2526	Colon - Sigmoid	female	0.0916011204605496
GTEX-11TUW-2326	Colon - Sigmoid	male	0.0516352609152188
GTEX-11WQC-2226	Colon - Sigmoid	male	0.161973450857468
GTEX-11WQK-2526	Colon - Sigmoid	male	0.040177622113343
GTEX-11XUK-1126	Colon - Sigmoid	female	0.1073986605458732
GTEX-11ZTS-1526	Colon - Sigmoid	female	0.1154437826876108
GTEX-11ZTT-1626	Colon - Sigmoid	female	0.2201795470200326
GTEX-11ZU8-1126	Colon - Sigmoid	male	0.1320844113308206
GTEX-11ZUS-2326	Colon - Sigmoid	male	0.1328424428582041
GTEX-11ZVC-2226	Colon - Sigmoid	female	0.0459967681028297
GTEX-1211K-1826	Colon - Sigmoid	female	0.1799792978759772
GTEX-1212Z-1826	Colon - Sigmoid	male	0.1192548575357215
GTEX-12584-2526	Colon - Sigmoid	male	0.2091853716009379
GTEX-12696-1926	Colon - Sigmoid	male	0.0875568779436724
GTEX-1269C-2226	Colon - Sigmoid	female	0.162727732787166
GTEX-12BJ1-2026	Colon - Sigmoid	male	0.1627346363551822
GTEX-12KS4-2326	Colon - Sigmoid	male	0.028065921981618
GTEX-12WS9-2526	Colon - Sigmoid	female	0.0914920036754405
GTEX-12WSA-2726	Colon - Sigmoid	male	0.0888620730218371
GTEX-12WSB-2826	Colon - Sigmoid	female	0.0385292079696746
GTEX-12WSC-2326	Colon - Sigmoid	male	0.0505049736098298
GTEX-12WSD-2626	Colon - Sigmoid	female	0.0499505528044809
GTEX-12WSF-2626	Colon - Sigmoid	male	0.0797724950518178
GTEX-12WSG-2426	Colon - Sigmoid	female	0.0104087857541179
GTEX-12WSH-2126	Colon - Sigmoid	male	0.1199350942498277
GTEX-12WSI-2226	Colon - Sigmoid	male	0.0637547683647686
GTEX-12WSJ-1426	Colon - Sigmoid	female	0.1252335498883657
GTEX-12WSK-1726	Colon - Sigmoid	female	0.0804888526289431
GTEX-12WSL-1826	Colon - Sigmoid	male	0.0353684668881109
GTEX-12WSM-1426	Colon - Sigmoid	male	0.1310416801617581
GTEX-12WSN-2026	Colon - Sigmoid	male	0.154859253857827
GTEX-12ZZW-2426	Colon - Sigmoid	male	0.0603334792307475
GTEX-12ZZX-2726	Colon - Sigmoid	female	0.0871436040330398
GTEX-12ZZY-2726	Colon - Sigmoid	male	0.0354289970442738
GTEX-12ZZZ-2226	Colon - Sigmoid	male	0.1478748985975806
GTEX-13111-1926	Colon - Sigmoid	male	0.063000896836951
GTEX-13112-1926	Colon - Sigmoid	male	0.0477490714156829
GTEX-13113-1426	Colon - Sigmoid	female	0.118534280598966
GTEX-1313W-2426	Colon - Sigmoid	female	0.0480208753877739
GTEX-131XE-1026	Colon - Sigmoid	male	0.0652920232787725
GTEX-131XF-1526	Colon - Sigmoid	male	0.3231479992916291
GTEX-131XG-1526	Colon - Sigmoid	female	0.0829746193385745
GTEX-131XH-1926	Colon - Sigmoid	male	0.2840086419016137
GTEX-131XW-2526	Colon - Sigmoid	female	0.0917356039604932
GTEX-131YS-2926	Colon - Sigmoid	female	0.0788163239430939
GTEX-132AR-2826	Colon - Sigmoid	female	0.0885514990649217
GTEX-132NY-2726	Colon - Sigmoid	male	0.0826837124763799
GTEX-132Q8-2526	Colon - Sigmoid	male	0.0611106023819214
GTEX-132QS-1926	Colon - Sigmoid	male	0.2477765894491277
GTEX-1339X-1726	Colon - Sigmoid	male	0.176283849593792
GTEX-1399Q-2726	Colon - Sigmoid	male	0.1596628605448669
GTEX-1399R-2126	Colon - Sigmoid	male	0.0199007838133264
GTEX-1399S-1826	Colon - Sigmoid	female	0.1543447098496302
GTEX-1399T-2126	Colon - Sigmoid	male	0.0645339820395481
GTEX-1399U-2226	Colon - Sigmoid	female	0.0442954283818946
GTEX-139D8-2926	Colon - Sigmoid	female	0.0889441712953069
GTEX-139T6-1426	Colon - Sigmoid	male	0.0063773125495676
GTEX-139TS-2226	Colon - Sigmoid	male	0.092485109612508
GTEX-139TU-2526	Colon - Sigmoid	male	0.1082994790645918
GTEX-139UC-2326	Colon - Sigmoid	male	0.1198292406662553
GTEX-139UW-2326	Colon - Sigmoid	male	0.1004212420932809
GTEX-139YR-2026	Colon - Sigmoid	male	-0.0173352046706194
GTEX-13CF2-1826	Colon - Sigmoid	male	0.05064265992684
GTEX-13CF3-1326	Colon - Sigmoid	female	0.1698270518301655
GTEX-13CIG-2526	Colon - Sigmoid	male	0.1786813876826191
GTEX-13CZV-2526	Colon - Sigmoid	male	0.0521051954971187
GTEX-13D11-0626	Colon - Sigmoid	female	0.1074507787400821
GTEX-13FH7-1626	Colon - Sigmoid	female	0.1333101345318108
GTEX-13FHO-2726	Colon - Sigmoid	male	0.1102340773566145
GTEX-13FHP-2526	Colon - Sigmoid	male	0.0361728689762257
GTEX-13FLV-2026	Colon - Sigmoid	male	0.0909351349053926
GTEX-13FLW-2826	Colon - Sigmoid	male	0.1310459425151007
GTEX-13FTW-2126	Colon - Sigmoid	male	0.1709784471959173
GTEX-13FTY-2426	Colon - Sigmoid	female	0.1176354619828051
GTEX-13FXS-2626	Colon - Sigmoid	male	0.1526549067491245
GTEX-13G51-2126	Colon - Sigmoid	male	0.1051511726630052
GTEX-13IVO-2226	Colon - Sigmoid	male	0.0739091355886372
GTEX-13JUV-1826	Colon - Sigmoid	female	0.1816502530822953
GTEX-13JVG-2626	Colon - Sigmoid	male	0.1371639145101413
GTEX-13N11-1926	Colon - Sigmoid	female	0.1578496493438252
GTEX-13N1W-2726	Colon - Sigmoid	male	0.0217206712627587
GTEX-13N2G-2226	Colon - Sigmoid	male	0.1116260161801991
GTEX-13NYB-2026	Colon - Sigmoid	male	0.0407378539551191
GTEX-13NYC-2526	Colon - Sigmoid	male	0.0963894740024707
GTEX-13NYS-2826	Colon - Sigmoid	male	0.1225577184891509
GTEX-13NZ8-2826	Colon - Sigmoid	female	0.1154352037774977
GTEX-13NZ9-2726	Colon - Sigmoid	male	0.0378102695314619
GTEX-13NZA-2826	Colon - Sigmoid	male	0.0717637451654752
GTEX-13NZB-1626	Colon - Sigmoid	male	0.0796237294440817
GTEX-13O1R-2426	Colon - Sigmoid	male	0.0634851553303532
GTEX-13O21-3226	Colon - Sigmoid	male	0.1629233672677692
GTEX-13O3O-2626	Colon - Sigmoid	female	0.0785139003020861
GTEX-13O3P-2426	Colon - Sigmoid	male	0.1130501722805754
GTEX-13O3Q-1926	Colon - Sigmoid	male	0.038126212236088
GTEX-13O61-1526	Colon - Sigmoid	male	0.3310487355068272
GTEX-13OVG-1526	Colon - Sigmoid	male	0.0469648517340431
GTEX-13OVH-2326	Colon - Sigmoid	male	0.0710761032735703
GTEX-13OVI-2126	Colon - Sigmoid	female	0.1385661837235
GTEX-13OVJ-1826	Colon - Sigmoid	female	0.0462732826825859
GTEX-13OVK-1026	Colon - Sigmoid	male	0.0586391904691357
GTEX-13OVL-2526	Colon - Sigmoid	male	0.0953155258047488
GTEX-13OW5-2826	Colon - Sigmoid	male	0.1304322409945364
GTEX-13OW6-2226	Colon - Sigmoid	male	0.0344053012674075
GTEX-13OW7-2326	Colon - Sigmoid	male	0.0360523136021609
GTEX-13OW8-2726	Colon - Sigmoid	male	0.110885367737279
GTEX-13PDP-2826	Colon - Sigmoid	male	0.1291855151009038
GTEX-13PL6-1726	Colon - Sigmoid	female	0.1823141858493678
GTEX-13PL7-2426	Colon - Sigmoid	female	0.1878655409024723
GTEX-13PVQ-2726	Colon - Sigmoid	male	0.0426318360612145
GTEX-13PVR-1726	Colon - Sigmoid	female	0.1540632330516884
GTEX-13QBU-2026	Colon - Sigmoid	female	0.0678062095332925
GTEX-13QIC-2626	Colon - Sigmoid	female	0.0905989965440519
GTEX-13QJ3-2526	Colon - Sigmoid	male	0.083301550895219
GTEX-13QJC-2926	Colon - Sigmoid	female	0.0998957663812065
GTEX-13RTJ-1926	Colon - Sigmoid	male	0.0829991184490953
GTEX-13S7M-1426	Colon - Sigmoid	female	0.1456352819156051
GTEX-13S86-1526	Colon - Sigmoid	male	0.0793527009122994
GTEX-13SLW-2826	Colon - Sigmoid	male	0.0897488287232884
GTEX-13SLX-2926	Colon - Sigmoid	female	0.0032065330709878
GTEX-13U4I-2626	Colon - Sigmoid	female	0.1416389086130405
GTEX-13VXU-2326	Colon - Sigmoid	male	0.1092028144296252
GTEX-13W3W-2226	Colon - Sigmoid	female	0.1013853305641774
GTEX-13W46-2726	Colon - Sigmoid	male	0.0541312025969225
GTEX-13X6H-2026	Colon - Sigmoid	female	0.0385678078261206
GTEX-13X6I-2726	Colon - Sigmoid	male	0.175984688411079
GTEX-13X6J-2826	Colon - Sigmoid	male	0.0495407562843669
GTEX-13X6K-2726	Colon - Sigmoid	female	0.0806716497739138
GTEX-13YAN-2826	Colon - Sigmoid	male	0.0799059464281476
GTEX-1445S-2726	Colon - Sigmoid	male	0.2073658583178594
GTEX-144FL-2226	Colon - Sigmoid	male	0.1476171905458301
GTEX-144GL-2726	Colon - Sigmoid	male	0.1282304647988829
GTEX-144GN-1026	Colon - Sigmoid	male	0.0704085137824877
GTEX-144GO-2426	Colon - Sigmoid	male	0.0723458708014928
GTEX-145LS-2926	Colon - Sigmoid	female	0.1732889505544849
GTEX-145LT-0826	Colon - Sigmoid	male	0.1119599581991605
GTEX-145LU-2226	Colon - Sigmoid	male	0.3090802644071682
GTEX-145LV-1726	Colon - Sigmoid	male	0.0691667774285276
GTEX-145ME-1126	Colon - Sigmoid	female	0.0423607828250837
GTEX-145MF-2326	Colon - Sigmoid	male	0.097383168226128
GTEX-145MG-2226	Colon - Sigmoid	male	0.1046435630316852
GTEX-145MH-2726	Colon - Sigmoid	male	0.0935992696721582
GTEX-145MI-2826	Colon - Sigmoid	female	0.1819326664642757
GTEX-145MN-1826	Colon - Sigmoid	male	0.0505719000481025
GTEX-145MO-2626	Colon - Sigmoid	male	0.0519112294833568
GTEX-146FH-2426	Colon - Sigmoid	female	-0.0055960007368364
GTEX-146FQ-2026	Colon - Sigmoid	male	0.0537097998611231
GTEX-146FR-2226	Colon - Sigmoid	female	0.1209058878234848
GTEX-14753-2626	Colon - Sigmoid	male	0.0594378845730151
GTEX-1477Z-2126	Colon - Sigmoid	male	0.101553396758846
GTEX-147F3-2026	Colon - Sigmoid	female	0.1021429660686948
GTEX-147F4-2326	Colon - Sigmoid	male	0.0802400966511878
GTEX-147GR-2826	Colon - Sigmoid	male	0.1072336935062946
GTEX-147JS-2626	Colon - Sigmoid	male	0.0912128467123125
GTEX-148VJ-2426	Colon - Sigmoid	male	0.0869255279913354
GTEX-1497J-1626	Colon - Sigmoid	male	0.101917917510213
GTEX-14A5H-1626	Colon - Sigmoid	male	0.1146039785147021
GTEX-14A5I-2426	Colon - Sigmoid	female	0.1105940835654331
GTEX-14A6H-1926	Colon - Sigmoid	male	0.0877068896812519
GTEX-14ABY-2626	Colon - Sigmoid	male	0.1405920781746659
GTEX-14AS3-1026	Colon - Sigmoid	female	0.0393408962750709
GTEX-14ASI-2426	Colon - Sigmoid	male	0.1533307818487541
GTEX-14B4R-0826	Colon - Sigmoid	male	0.0629571639371651
GTEX-14BIL-2726	Colon - Sigmoid	male	0.0884160220290019
GTEX-14BIM-2326	Colon - Sigmoid	female	0.1089832496222494
GTEX-14BIN-2426	Colon - Sigmoid	female	0.0595695752277236
GTEX-14BMV-2526	Colon - Sigmoid	male	0.1236389006009743
GTEX-14C38-2526	Colon - Sigmoid	male	0.1241058034769916
GTEX-14C39-1626	Colon - Sigmoid	male	0.1024469429565237
GTEX-14C5O-2626	Colon - Sigmoid	male	0.1118739799436044
GTEX-14DAQ-2926	Colon - Sigmoid	female	0.0710131664678825
GTEX-14DAR-1626	Colon - Sigmoid	male	0.0519782438420945
GTEX-14E1K-1626	Colon - Sigmoid	male	0.0003965174488802
GTEX-14E6C-2226	Colon - Sigmoid	male	0.0939504399804626
GTEX-14E6D-2326	Colon - Sigmoid	male	0.1145724907304372
GTEX-14E6E-1726	Colon - Sigmoid	male	0.0788363811082824
GTEX-14E7W-2826	Colon - Sigmoid	male	0.0622319930831103
GTEX-14H4A-2026	Colon - Sigmoid	female	0.1039809649774411
GTEX-14ICK-1226	Colon - Sigmoid	male	0.0513292108184352
GTEX-14ICL-1326	Colon - Sigmoid	male	0.0432183043912418
GTEX-14JFF-2626	Colon - Sigmoid	male	0.0266296593996115
GTEX-14JG1-2826	Colon - Sigmoid	male	0.0605855084499502
GTEX-14JG6-1626	Colon - Sigmoid	female	0.0464480654712881
GTEX-14JIY-3226	Colon - Sigmoid	male	0.0346575665659409
GTEX-14LLW-1926	Colon - Sigmoid	female	0.1126698597501725
GTEX-14LZ3-2826	Colon - Sigmoid	female	0.0737310734399477
GTEX-14PHW-2826	Colon - Sigmoid	female	0.0897347883175725
GTEX-14PHX-1126	Colon - Sigmoid	male	0.1843375288364828
GTEX-14PHY-2126	Colon - Sigmoid	female	0.143137458013969
GTEX-14PII-2426	Colon - Sigmoid	male	0.0619650442143122
GTEX-14PJ2-2326	Colon - Sigmoid	male	0.068269324332004
GTEX-14PJ3-1226	Colon - Sigmoid	male	0.0835451869829043
GTEX-14PJ4-1826	Colon - Sigmoid	male	0.2538273787367427
GTEX-14PJ5-1026	Colon - Sigmoid	female	0.1877730556189965
GTEX-14PJ6-1826	Colon - Sigmoid	female	0.172326189577898
GTEX-14PJM-2726	Colon - Sigmoid	female	0.0642329176749248
GTEX-14PJN-1026	Colon - Sigmoid	male	0.170215382499494
GTEX-14PJO-2326	Colon - Sigmoid	male	0.049277393789416
GTEX-14PK6-1826	Colon - Sigmoid	female	0.2150789844756083
GTEX-14PKU-1726	Colon - Sigmoid	female	0.1344243422749658
GTEX-14PN3-1926	Colon - Sigmoid	female	0.2757310760074488
GTEX-14PN4-2926	Colon - Sigmoid	male	0.0370350356631045
GTEX-14PQA-1726	Colon - Sigmoid	female	0.0975859865276015
GTEX-14XAO-1826	Colon - Sigmoid	female	0.2083452153756438
GTEX-15CHC-1926	Colon - Sigmoid	female	0.1312678342888172
GTEX-15CHQ-2626	Colon - Sigmoid	male	0.0795485399698993
GTEX-15CHR-1526	Colon - Sigmoid	male	0.105854700407912
GTEX-15CHS-2126	Colon - Sigmoid	male	0.0631396541850985
GTEX-15D1Q-2726	Colon - Sigmoid	male	0.0932659777886815
GTEX-15D79-2826	Colon - Sigmoid	male	0.1101017435023882
GTEX-15DCD-2726	Colon - Sigmoid	female	0.0919746100739591
GTEX-15DDE-2826	Colon - Sigmoid	female	0.1037472481138547
GTEX-15DYW-2426	Colon - Sigmoid	female	0.0487316038452478
GTEX-15DZA-1026	Colon - Sigmoid	female	0.0852890307848297
GTEX-15EO6-2326	Colon - Sigmoid	male	0.0464505126954686
GTEX-15ETS-2326	Colon - Sigmoid	female	0.0463594195060856
GTEX-15EU6-2026	Colon - Sigmoid	male	0.016117035576509
GTEX-15F5U-1426	Colon - Sigmoid	male	0.0599283095824018
GTEX-15FZZ-1826	Colon - Sigmoid	female	0.0499585505515163
GTEX-15G19-2726	Colon - Sigmoid	male	0.0314748576600319
GTEX-15G1A-1926	Colon - Sigmoid	male	0.2039710955957906
GTEX-15RIE-2026	Colon - Sigmoid	male	0.1345299659617976
GTEX-15RJ7-1726	Colon - Sigmoid	male	0.0742961800494445
GTEX-15RJE-2226	Colon - Sigmoid	male	0.1968240865039215
GTEX-15SB6-1326	Colon - Sigmoid	female	0.0935578740706041
GTEX-15SDE-1526	Colon - Sigmoid	female	0.107572434896746
GTEX-15SHU-2626	Colon - Sigmoid	female	0.1647168440063735
GTEX-15SHV-1626	Colon - Sigmoid	male	0.179593034431535
GTEX-15SHW-2226	Colon - Sigmoid	male	0.1294014275948222
GTEX-15SKB-2726	Colon - Sigmoid	male	0.0814446260901617
GTEX-15SZO-2726	Colon - Sigmoid	male	0.1725047877781689
GTEX-15TU5-2626	Colon - Sigmoid	male	0.1500294216636724
GTEX-15UF6-2726	Colon - Sigmoid	female	0.0713668849415168
GTEX-15UF7-1326	Colon - Sigmoid	male	0.1605339053307112
GTEX-16A39-1626	Colon - Sigmoid	female	-0.0271628887760344
GTEX-16AAH-1126	Colon - Sigmoid	male	0.1284518563582165
GTEX-16BQI-2026	Colon - Sigmoid	female	0.0538366056153832
GTEX-16GPK-2526	Colon - Sigmoid	male	0.102134615912779
GTEX-16MT8-2526	Colon - Sigmoid	female	0.0517188620517745
GTEX-16MT9-2326	Colon - Sigmoid	female	0.110185369144467
GTEX-16MTA-1626	Colon - Sigmoid	male	0.0224116818008942
GTEX-16NFA-1326	Colon - Sigmoid	male	0.086008075447317
GTEX-16NGA-0926	Colon - Sigmoid	female	0.0943086270413272
GTEX-16NPV-2726	Colon - Sigmoid	female	0.0549756552106381
GTEX-16NPX-2226	Colon - Sigmoid	male	0.0542634775394085
GTEX-16XZY-1726	Colon - Sigmoid	male	0.1083935437995081
GTEX-16XZZ-2726	Colon - Sigmoid	male	0.0908933671244872
GTEX-16YQH-2626	Colon - Sigmoid	male	0.0197333214895717
GTEX-16Z82-2426	Colon - Sigmoid	male	0.1253233898774379
GTEX-178AV-1526	Colon - Sigmoid	male	0.0714048911354384
GTEX-17EVP-2526	Colon - Sigmoid	male	0.1757245143442743
GTEX-17EVQ-2126	Colon - Sigmoid	male	0.146042271528684
GTEX-17F96-2126	Colon - Sigmoid	male	0.0581813364026368
GTEX-17F97-2426	Colon - Sigmoid	male	0.0410871202695014
GTEX-17F98-1226	Colon - Sigmoid	female	0.0977649192696282
GTEX-17F9E-2026	Colon - Sigmoid	male	0.0178234440748993
GTEX-17F9Y-2626	Colon - Sigmoid	female	0.049843959345676
GTEX-17GQL-1626	Colon - Sigmoid	male	0.1155499482337291
GTEX-17HG3-1126	Colon - Sigmoid	female	0.1846249833071215
GTEX-17HGU-2626	Colon - Sigmoid	male	0.0957063211945981
GTEX-17HHE-1626	Colon - Sigmoid	male	0.1199965094586105
GTEX-17HHY-2826	Colon - Sigmoid	male	0.1610411215486357
GTEX-17HII-2626	Colon - Sigmoid	male	0.1121673173166599
GTEX-17JCI-2826	Colon - Sigmoid	female	0.1022276137500093
GTEX-17KNJ-1826	Colon - Sigmoid	male	0.0724564999809727
GTEX-17MF6-2326	Colon - Sigmoid	male	0.1298604065091599
GTEX-183WM-2526	Colon - Sigmoid	female	0.1063421067093395
GTEX-18464-2326	Colon - Sigmoid	male	0.0811382001897803
GTEX-18465-2726	Colon - Sigmoid	male	0.0222791519337632
GTEX-18A66-2626	Colon - Sigmoid	male	0.0778745540496549
GTEX-18A67-2226	Colon - Sigmoid	male	0.0642423889072111
GTEX-18A6Q-2226	Colon - Sigmoid	male	0.0620449478685241
GTEX-18A7A-2126	Colon - Sigmoid	female	0.055747980588939
GTEX-18A7B-1926	Colon - Sigmoid	male	0.0151356321789737
GTEX-18D9A-1326	Colon - Sigmoid	female	-0.0190216274672168
GTEX-18D9B-2626	Colon - Sigmoid	male	0.0736843587840005
GTEX-18D9U-2426	Colon - Sigmoid	male	-0.0036767802924047
GTEX-18QFQ-1726	Colon - Sigmoid	male	0.0733318232028082
GTEX-19HZE-2726	Colon - Sigmoid	female	0.1211370701512691
GTEX-1A32A-2626	Colon - Sigmoid	female	0.0710852568768757
GTEX-1A3MV-1026	Colon - Sigmoid	male	0.1617932173310796
GTEX-1A3MW-2526	Colon - Sigmoid	female	0.1422795608255115
GTEX-1A3MX-2326	Colon - Sigmoid	male	0.055462518565453
GTEX-1A8FM-2626	Colon - Sigmoid	female	0.0906041803517302
GTEX-1A8G6-2626	Colon - Sigmoid	male	0.0623064931018861
GTEX-1A8G7-2326	Colon - Sigmoid	male	0.1365370997408562
GTEX-1AMEY-1826	Colon - Sigmoid	female	0.0684375706600377
GTEX-1AMFI-1826	Colon - Sigmoid	female	0.058870929611965
GTEX-1AX8Y-1926	Colon - Sigmoid	male	0.2044374716299213
GTEX-1AX8Z-2926	Colon - Sigmoid	male	0.1033445229002718
GTEX-1AX9I-2726	Colon - Sigmoid	male	0.1408755429322145
GTEX-1AX9J-2526	Colon - Sigmoid	male	0.1327982593017955
GTEX-1AX9K-1626	Colon - Sigmoid	male	0.1444377842599208
GTEX-1AYCT-1926	Colon - Sigmoid	male	0.0060724774917707
GTEX-1AYD5-1826	Colon - Sigmoid	male	0.0758079167448275
GTEX-1B8KE-1526	Colon - Sigmoid	male	0.0570541197741902
GTEX-1B8KZ-1426	Colon - Sigmoid	male	0.0327085124680961
GTEX-1B8L1-1926	Colon - Sigmoid	male	0.129702577865153
GTEX-1B8SF-2126	Colon - Sigmoid	male	0.1097266062507754
GTEX-1B932-2126	Colon - Sigmoid	female	0.0725413121096077
GTEX-1B933-2826	Colon - Sigmoid	female	0.0967180781213883
GTEX-1B97I-1526	Colon - Sigmoid	male	-0.0044428884344286
GTEX-1B98T-2926	Colon - Sigmoid	male	0.143408868796751
GTEX-1B996-2726	Colon - Sigmoid	male	0.1152325596580934
GTEX-1BAJH-2726	Colon - Sigmoid	male	0.090132575802684
GTEX-1C2JI-1726	Colon - Sigmoid	male	0.0202948297354037
GTEX-1C475-1526	Colon - Sigmoid	female	0.1416197388669917
GTEX-1C4CL-1626	Colon - Sigmoid	male	0.0825200351291431
GTEX-1C64N-2226	Colon - Sigmoid	male	0.156458446484627
GTEX-1C64O-2426	Colon - Sigmoid	male	0.0370689501388517
GTEX-1C6VQ-2626	Colon - Sigmoid	male	0.0435407064580374
GTEX-1C6VR-2026	Colon - Sigmoid	male	0.1258858646502239
GTEX-1C6VS-2526	Colon - Sigmoid	male	0.2107403403037486
GTEX-1C6WA-2526	Colon - Sigmoid	male	0.1404149885927467
GTEX-1CAMQ-2126	Colon - Sigmoid	male	0.1099867706458653
GTEX-1CAMS-2626	Colon - Sigmoid	female	0.076130379890997
GTEX-1CAV2-2026	Colon - Sigmoid	female	0.1193630284433713
GTEX-1CB4E-1626	Colon - Sigmoid	male	0.1364755045362345
GTEX-1CB4F-1926	Colon - Sigmoid	male	0.1087302472145227
GTEX-1CB4G-2726	Colon - Sigmoid	male	0.102152349483325
GTEX-1CB4H-2326	Colon - Sigmoid	female	0.1122869709985501
GTEX-1CB4I-1926	Colon - Sigmoid	male	-0.0180198331388271
GTEX-1CB4J-2626	Colon - Sigmoid	male	0.115454574205205
GTEX-1E1VI-2526	Colon - Sigmoid	male	0.1436739117070916
GTEX-1E2YA-2526	Colon - Sigmoid	male	0.0367486795283149
GTEX-1EH9U-1926	Colon - Sigmoid	male	0.0390334483418237
GTEX-1EKGG-2326	Colon - Sigmoid	male	0.1337127593420407
GTEX-1EMGI-2626	Colon - Sigmoid	male	0.1016257112300086
GTEX-1EN7A-2826	Colon - Sigmoid	male	0.1491136951115615
GTEX-1EU9M-2726	Colon - Sigmoid	male	0.0045338778868712
GTEX-1EWIQ-2826	Colon - Sigmoid	female	0.1795802412779594
GTEX-1EX96-1926	Colon - Sigmoid	male	0.0869643694266155
GTEX-1F52S-2726	Colon - Sigmoid	female	0.0804056742676899
GTEX-1F5PK-1726	Colon - Sigmoid	male	-0.0096135469032052
GTEX-1F5PL-1926	Colon - Sigmoid	female	0.0576345822144264
